时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃)
1.090000000000000000e+02,4.000255036826919763e+02,3.970743314893147726e+02,2.257322935205730019e+01,-2.550368269197633708e-02
1.100000000000000000e+02,4.001637386522158977e+02,3.972556792342505787e+02,2.381689132335515779e+01,-1.637386522158976732e-01
1.110000000000000000e+02,3.996039149620910962e+02,3.973169027875649704e+02,2.331674382652339261e+01,3.960850379089038142e-01
1.120000000000000000e+02,3.999661525917567246e+02,3.975352137602934590e+02,2.589463645281259119e+01,3.384740824327536757e-02
1.130000000000000000e+02,3.990150072644327679e+02,3.973861064254671192e+02,2.413474611656080526e+01,9.849927355672321028e-01
1.140000000000000000e+02,3.994563888346114595e+02,3.974636681135294793e+02,2.834735592278024185e+01,5.436111653885404849e-01
1.150000000000000000e+02,3.997215104553371248e+02,3.981563987472855501e+02,2.601322971543552853e+01,2.784895446628752325e-01
1.160000000000000000e+02,3.992588441283162410e+02,3.974011105070721328e+02,2.482721060203045482e+01,7.411558716837589600e-01
1.170000000000000000e+02,3.998978040668175140e+02,3.976010049350147142e+02,2.697537157681732367e+01,1.021959331824859873e-01
1.180000000000000000e+02,3.997741108932242469e+02,3.981288474679541309e+02,2.407138980012742380e+01,2.258891067757531346e-01
1.190000000000000000e+02,3.999281278115798273e+02,3.975029949520243804e+02,2.486864281328494997e+01,7.187218842017273346e-02
1.200000000000000000e+02,3.999283913127162009e+02,3.979504739357213339e+02,2.432286630047915921e+01,7.160868728379909953e-02
1.210000000000000000e+02,3.996825712815562497e+02,3.980227528877745158e+02,2.449397761915880523e+01,3.174287184437503129e-01
1.220000000000000000e+02,4.003037632242887298e+02,3.981455774758414350e+02,2.568970289693609743e+01,-3.037632242887298162e-01
1.230000000000000000e+02,3.996484497421903370e+02,3.979821895825105571e+02,2.295317429596230596e+01,3.515502578096629804e-01
1.240000000000000000e+02,3.996722508163494467e+02,3.982272927348789722e+02,2.610356251274755479e+01,3.277491836505532774e-01
1.250000000000000000e+02,4.002052459619795286e+02,3.984776452812117213e+02,2.587632590611056926e+01,-2.052459619795286017e-01
1.260000000000000000e+02,4.000483219017986016e+02,3.983057586462745689e+02,2.349339729453362580e+01,-4.832190179860162971e-02
1.270000000000000000e+02,3.994619535399030497e+02,3.985944501741014960e+02,2.440724231732280103e+01,5.380464600969503408e-01
1.280000000000000000e+02,3.997365343912132403e+02,3.988394134309988885e+02,2.703983896605388892e+01,2.634656087867597307e-01
1.290000000000000000e+02,3.997161372680129716e+02,3.987814934133059523e+02,2.561186729927569417e+01,2.838627319870283827e-01
1.300000000000000000e+02,3.994214598699727503e+02,3.986893357116028938e+02,2.569554798840973220e+01,5.785401300272496883e-01
1.310000000000000000e+02,3.996234152849748398e+02,3.987282789414914532e+02,2.697876441661435365e+01,3.765847150251602216e-01
1.320000000000000000e+02,3.999397402874463410e+02,3.988479264778391098e+02,2.596833693552678923e+01,6.025971255365902834e-02
1.330000000000000000e+02,4.000224507532472558e+02,3.988197588186177995e+02,2.462147177780796881e+01,-2.245075324725576138e-02
1.340000000000000000e+02,3.999416831718623939e+02,3.983801435118560903e+02,2.445254881164741789e+01,5.831682813760608042e-02
1.350000000000000000e+02,3.996899184933801052e+02,3.990758546314297632e+02,2.498135944691099652e+01,3.100815066198947534e-01
1.360000000000000000e+02,3.998965497631123185e+02,3.993524404428189882e+02,2.616287226810205979e+01,1.034502368876815126e-01
1.370000000000000000e+02,3.996180731872762522e+02,3.990022106518346163e+02,2.520226343397996160e+01,3.819268127237478438e-01
1.380000000000000000e+02,3.996211359427764478e+02,3.988672492337432232e+02,2.648796468677404903e+01,3.788640572235522086e-01
1.390000000000000000e+02,4.002845635136484361e+02,3.989291268175952609e+02,2.639551596798287036e+01,-2.845635136484361283e-01
1.400000000000000000e+02,4.000364264037885391e+02,3.989810058205669634e+02,2.346637014221977324e+01,-3.642640378853911898e-02
1.410000000000000000e+02,4.001066683226300711e+02,3.988162667381430992e+02,2.485863377879440606e+01,-1.066683226300710885e-01
1.420000000000000000e+02,4.003920186573401452e+02,3.992791592656486728e+02,2.463751436937210926e+01,-3.920186573401451824e-01
1.430000000000000000e+02,3.998685446275018194e+02,3.994727736098124637e+02,2.348510728908724232e+01,1.314553724981806226e-01
1.440000000000000000e+02,4.000509867739149854e+02,3.991569549093888440e+02,2.596397391340150662e+01,-5.098677391498540601e-02
1.450000000000000000e+02,4.001933991527981789e+02,3.988350763862891313e+02,2.503675638330432562e+01,-1.933991527981788749e-01
1.460000000000000000e+02,3.998319658702634456e+02,3.994875752018567709e+02,2.441724165376611211e+01,1.680341297365544051e-01
1.470000000000000000e+02,3.996942702380382570e+02,3.992804974996363399e+02,2.606020714642827940e+01,3.057297619617429518e-01
1.480000000000000000e+02,3.998813575211322586e+02,3.992355237335629567e+02,2.652506443666277036e+01,1.186424788677413744e-01
1.490000000000000000e+02,3.998436007419346083e+02,3.982724075372652806e+02,2.555593631198513904e+01,1.563992580653916775e-01
1.500000000000000000e+02,3.999903175946996043e+02,3.986973023544074977e+02,2.571690514701503005e+01,9.682405300395657832e-03
1.510000000000000000e+02,4.000135292000273921e+02,3.992853658339954563e+02,2.506188567402809397e+01,-1.352920002739210759e-02
1.520000000000000000e+02,4.000261594360319464e+02,3.994536784974464467e+02,2.502754323104153400e+01,-2.615943603194637035e-02
1.530000000000000000e+02,4.002570782277024932e+02,3.996096720314399704e+02,2.503087271031948191e+01,-2.570782277024932228e-01
1.540000000000000000e+02,4.000108326614296175e+02,3.999302651683302656e+02,2.407041216449681542e+01,-1.083266142961747391e-02
1.550000000000000000e+02,3.997888539344154992e+02,4.007287695111918993e+02,2.528628709448378942e+01,2.111460655845007750e-01
1.560000000000000000e+02,4.000747802138378688e+02,4.010556705692251285e+02,2.622369228999753332e+01,-7.478021383786881415e-02
1.570000000000000000e+02,4.004937755508062764e+02,4.010615755172939316e+02,2.484858167705476717e+01,-4.937755508062764420e-01
1.580000000000000000e+02,4.005188570025817967e+02,4.010678436905828903e+02,2.307882769455131466e+01,-5.188570025817966780e-01
1.590000000000000000e+02,4.001124217711777078e+02,4.022750421474262907e+02,2.320743347065307915e+01,-1.124217711777077966e-01
1.600000000000000000e+02,4.000876597260958647e+02,4.020506857107360474e+02,2.513577825344070504e+01,-8.765972609586469844e-02
1.610000000000000000e+02,3.998740884045877237e+02,4.027271944593578041e+02,2.513432178570405640e+01,1.259115954122762560e-01
1.620000000000000000e+02,4.003059029637884692e+02,4.022397927430037612e+02,2.597190641740141359e+01,-3.059029637884691510e-01
1.630000000000000000e+02,3.998845043225470590e+02,4.025917210265582185e+02,2.391708031525896061e+01,1.154956774529409813e-01
1.640000000000000000e+02,3.997935980553970126e+02,4.039189148740464361e+02,2.584713367612008739e+01,2.064019446029874416e-01
1.650000000000000000e+02,4.003700483234644594e+02,4.032643397918311052e+02,2.609202807472906116e+01,-3.700483234644593722e-01
1.660000000000000000e+02,3.999692208158370477e+02,4.044783865175814412e+02,2.343423245109205411e+01,3.077918416295233328e-02
1.670000000000000000e+02,4.000642714572479122e+02,4.045385000347299069e+02,2.536710637594170592e+01,-6.427145724791216708e-02
1.680000000000000000e+02,4.002226696698621708e+02,4.045644630602242842e+02,2.487298003466603546e+01,-2.226696698621708492e-01
1.690000000000000000e+02,4.001505417511762062e+02,4.049919652017615022e+02,2.417365453585381374e+01,-1.505417511762061622e-01
1.700000000000000000e+02,3.999334419919238712e+02,4.046334392362510357e+02,2.455526316108426244e+01,6.655800807612877179e-02
1.710000000000000000e+02,4.007355828574281418e+02,4.051129233977845274e+02,2.550406453977855747e+01,-7.355828574281417787e-01
1.720000000000000000e+02,4.002251624728866091e+02,4.055244633678463515e+02,2.189717241733094255e+01,-2.251624728866090663e-01
1.730000000000000000e+02,3.999896308844655550e+02,4.060117196409839835e+02,2.443446531909823705e+01,1.036911553444497258e-02
1.740000000000000000e+02,4.004482814962109956e+02,4.062159751808122792e+02,2.540107625868420271e+01,-4.482814962109955559e-01
1.750000000000000000e+02,3.998651429161664055e+02,4.056953367756255489e+02,2.323576870822311236e+01,1.348570838335945155e-01
1.760000000000000000e+02,3.999772640742193062e+02,4.063361872693137684e+02,2.588324376857256581e+01,2.273592578069383308e-02
1.770000000000000000e+02,4.006011011512669597e+02,4.064865976530034004e+02,2.516733044143317954e+01,-6.011011512669597323e-01
1.780000000000000000e+02,3.997311268911138313e+02,4.066685829387814124e+02,2.234846742213640880e+01,2.688731088861686658e-01
1.790000000000000000e+02,4.000537948330090785e+02,4.065927973055282223e+02,2.637315433436061696e+01,-5.379483300907850207e-02
1.800000000000000000e+02,3.999434984355094684e+02,4.069550150894430658e+02,2.468310910187322449e+01,5.650156449053156393e-02
1.810000000000000000e+02,4.002290308592612291e+02,4.072941799959462514e+02,2.513300031934645773e+01,-2.290308592612291250e-01
1.820000000000000000e+02,3.999065325248721479e+02,4.073315171798035976e+02,2.381094049308764937e+01,9.346747512785213985e-02
1.830000000000000000e+02,3.997165038603993708e+02,4.079527310061656635e+02,2.530282449079164664e+01,2.834961396006292489e-01
1.840000000000000000e+02,3.997089287388962475e+02,4.076351769754389238e+02,2.602602779832358593e+01,2.910712611037524766e-01
1.850000000000000000e+02,3.993789469180878768e+02,4.074333227377060780e+02,2.589821652062716240e+01,6.210530819121231616e-01
1.860000000000000000e+02,3.997617490765145476e+02,4.082698517037003398e+02,2.723351612920205511e+01,2.382509234854524038e-01
1.870000000000000000e+02,3.994894691774267130e+02,4.080043536926174284e+02,2.534666877766255411e+01,5.105308225732869687e-01
1.880000000000000000e+02,3.997114142962980736e+02,4.080543424456421349e+02,2.659339915065672599e+01,2.885857037019263771e-01
1.890000000000000000e+02,4.001638752628833231e+02,4.079696170994275803e+02,2.554733741952172821e+01,-1.638752628833231029e-01
1.900000000000000000e+02,3.998508653535946564e+02,4.080044757348202893e+02,2.364952200532795956e+01,1.491346464053435739e-01
1.910000000000000000e+02,3.995397481193876388e+02,4.079704932110431059e+02,2.529720415566718827e+01,4.602518806123612194e-01
1.920000000000000000e+02,4.002208504175906683e+02,4.083933679154522451e+02,2.669387358789206033e+01,-2.208504175906682576e-01
1.930000000000000000e+02,3.998860633551296360e+02,4.090016219111125793e+02,2.360963133556943916e+01,1.139366448703640344e-01
1.940000000000000000e+02,4.004373067457585762e+02,4.095377898849467897e+02,2.533723714303661723e+01,-4.373067457585761986e-01
1.950000000000000000e+02,4.002924702879682854e+02,4.092562588297808475e+02,2.295048363023950699e+01,-2.924702879682854473e-01
1.960000000000000000e+02,4.001592749801779973e+02,4.095735131283432224e+02,2.386374671377438972e+01,-1.592749801779973495e-01
1.970000000000000000e+02,4.000314078257079018e+02,4.095503889681742749e+02,2.455232586870963374e+01,-3.140782570790179307e-02
1.980000000000000000e+02,3.998922877852246529e+02,4.097830139085743326e+02,2.510806898095919593e+01,1.077122147753470927e-01
1.990000000000000000e+02,4.001806708324384658e+02,4.096536003703370170e+02,2.564473425806119167e+01,-1.806708324384658226e-01
2.000000000000000000e+02,4.004110773865455712e+02,4.097789102047802885e+02,2.427017571736632107e+01,-4.110773865455712439e-01
2.010000000000000000e+02,4.000491588942433054e+02,4.099236067382572060e+02,2.332705063909143206e+01,-4.915889424330543989e-02
2.020000000000000000e+02,3.999746218915926192e+02,4.087526403746342112e+02,2.505059423509084127e+01,2.537810840738075058e-02
2.030000000000000000e+02,3.997035817994315039e+02,4.102520887780192993e+02,2.528493004270075772e+01,2.964182005684961041e-01
2.040000000000000000e+02,3.996250988383486629e+02,4.100227465015350958e+02,2.636515348946741710e+01,3.749011616513371337e-01
2.050000000000000000e+02,3.999886628738426566e+02,4.100985682000302859e+02,2.650714718833693340e+01,1.133712615734339124e-02
2.060000000000000000e+02,4.002502839307217073e+02,4.107769873595159993e+02,2.475756560149394758e+01,-2.502839307217072928e-01
2.070000000000000000e+02,3.991370586968716907e+02,4.098851611024456361e+02,2.369350069600238839e+01,8.629413031283093005e-01
2.080000000000000000e+02,4.001015833907912338e+02,4.104643923921806845e+02,2.872700959559038836e+01,-1.015833907912337963e-01
2.090000000000000000e+02,3.998902615177664757e+02,4.103757388484054331e+02,2.410120609522533996e+01,1.097384822335243371e-01
2.100000000000000000e+02,3.999718352067633873e+02,4.105400677007672243e+02,2.523085907490713709e+01,2.816479323661269518e-02
2.110000000000000000e+02,4.002429369121588820e+02,4.104075807286944837e+02,2.491483563512452548e+01,-2.429369121588820235e-01
2.120000000000000000e+02,3.997747709750236709e+02,4.106844364217747057e+02,2.380475965609393185e+01,2.252290249763291285e-01
2.130000000000000000e+02,3.995882360911560909e+02,4.103558774420498025e+02,2.602787781340743223e+01,4.117639088439091211e-01
2.140000000000000000e+02,4.000639240224031141e+02,4.104954610947718834e+02,2.673248900878252954e+01,-6.392402240311412243e-02
2.150000000000000000e+02,4.001381645095713679e+02,4.111655521445454724e+02,2.450295352346164890e+01,-1.381645095713679439e-01
2.160000000000000000e+02,4.001287466965794124e+02,4.108002418299448095e+02,2.431765626415565862e+01,-1.287466965794124008e-01
2.170000000000000000e+02,3.999053115601544732e+02,4.110438478954599759e+02,2.448838567343536710e+01,9.468843984552677284e-02
2.180000000000000000e+02,4.001574793365753067e+02,4.106431599859519110e+02,2.554254829864301612e+01,-1.574793365753066610e-01
2.190000000000000000e+02,3.999546295440201789e+02,4.107705440900103326e+02,2.438587709433421580e+01,4.537045597982114487e-02
2.200000000000000000e+02,4.002262058988910667e+02,4.115361625958480545e+02,2.535573034185250663e+01,-2.262058988910666812e-01
2.210000000000000000e+02,3.999723563112002012e+02,4.114924347360770867e+02,2.412684373462019849e+01,2.764368879979883786e-02
2.220000000000000000e+02,4.001557877598781943e+02,4.112127605944165794e+02,2.533483747576506673e+01,-1.557877598781942652e-01
2.230000000000000000e+02,4.001628113531471627e+02,4.112447802103513368e+02,2.447368525376454329e+01,-1.628113531471626629e-01
2.240000000000000000e+02,4.000093671154464801e+02,4.118122907354685367e+02,2.448950743466742708e+01,-9.367115446480056562e-03
2.250000000000000000e+02,3.997180542132822438e+02,4.109305819018497345e+02,2.518736222269817304e+01,2.819457867177561639e-01
2.260000000000000000e+02,3.995803476966484027e+02,4.113082974039951978e+02,2.639654608321152907e+01,4.196523033515973111e-01
2.270000000000000000e+02,4.002166067370179121e+02,4.115281523849349696e+02,2.681383663069120615e+01,-2.166067370179121099e-01
2.280000000000000000e+02,4.000512106508350598e+02,4.117966007249700624e+02,2.385815099404095818e+01,-5.121065083505982329e-02
2.290000000000000000e+02,3.997090969215227005e+02,4.116059635893070663e+02,2.477695587138932964e+01,2.909030784772994593e-01
2.300000000000000000e+02,4.002010918492168230e+02,4.121679568804057112e+02,2.631764031935015424e+01,-2.010918492168229932e-01
2.310000000000000000e+02,4.002012461570982396e+02,4.118954389506698135e+02,2.404015096064556190e+01,-2.012461570982395642e-01
2.320000000000000000e+02,4.001802029437934038e+02,4.116093226055036212e+02,2.419644131974132506e+01,-1.802029437934038469e-01
2.330000000000000000e+02,4.001658666857508706e+02,4.119904495862784870e+02,2.438904466536519422e+01,-1.658666857508706016e-01
2.340000000000000000e+02,3.999729041003303678e+02,4.116859966793192029e+02,2.450293434721269392e+01,2.709589966963221741e-02
2.350000000000000000e+02,4.002739539759066361e+02,4.118179839165030671e+02,2.536517387217044117e+01,-2.739539759066360602e-01
2.360000000000000000e+02,4.000891598486281850e+02,4.115006510154462376e+02,2.396700306546924963e+01,-8.915984862818504553e-02
2.370000000000000000e+02,3.999174300701475886e+02,4.120124748974947124e+02,2.485871218001449634e+01,8.256992985241140559e-02
2.380000000000000000e+02,4.002146862212604788e+02,4.112277988546023835e+02,2.556644178950853075e+01,-2.146862212604787601e-01
2.390000000000000000e+02,4.007347890852182672e+02,4.117433501185951741e+02,2.415513131136236780e+01,-7.347890852182672461e-01
2.400000000000000000e+02,4.004347051926182530e+02,4.120014394381261695e+02,2.195342300254900891e+01,-4.347051926182530224e-01
2.410000000000000000e+02,3.997362520447962879e+02,4.121979052705998470e+02,2.354822289246428824e+01,2.637479552037120811e-01
2.420000000000000000e+02,3.997430812234496784e+02,4.114090602999659154e+02,2.661649414796189461e+01,2.569187765503215815e-01
2.430000000000000000e+02,4.001071077158286471e+02,4.118799847149895186e+02,2.624745390306468451e+01,-1.071077158286470876e-01
2.440000000000000000e+02,3.993596949010378125e+02,4.115277888106405726e+02,2.443803401958782828e+01,6.403050989621874578e-01
2.450000000000000000e+02,4.000259754542118458e+02,4.121986509845844466e+02,2.772773338560550371e+01,-2.597545421184577208e-02
2.460000000000000000e+02,3.999377829257801409e+02,4.111394704840857344e+02,2.448036292152359650e+01,6.221707421985911424e-02
2.470000000000000000e+02,4.001771398764673791e+02,4.118534511741028723e+02,2.497441667191550607e+01,-1.771398764673790538e-01
2.480000000000000000e+02,3.998681757530331993e+02,4.114375164275391512e+02,2.396393746241635370e+01,1.318242469668007288e-01
2.490000000000000000e+02,4.002958661909248121e+02,4.111739558172453144e+02,2.545205528229765335e+01,-2.958661909248121447e-01
2.500000000000000000e+02,4.000301761017837521e+02,4.117865889974282254e+02,2.352954687131669687e+01,-3.017610178375207397e-02
2.510000000000000000e+02,3.998460379958174826e+02,4.118944716323111379e+02,2.485903703476984816e+01,1.539620041825173757e-01
2.520000000000000000e+02,4.002106260141016492e+02,4.116620872501059694e+02,2.564054432158967600e+01,-2.106260141016491616e-01
2.530000000000000000e+02,4.003794773276071055e+02,4.114801364227722615e+02,2.394614626028467441e+01,-3.794773276071055079e-01
2.540000000000000000e+02,4.001444138247139790e+02,4.117754334396155969e+02,2.331880990147086052e+01,-1.444138247139790110e-01
2.550000000000000000e+02,4.000726165481679004e+02,4.114241053947870910e+02,2.449151395303339029e+01,-7.261654816790041878e-02
2.560000000000000000e+02,3.998577798451702279e+02,4.109692745354699923e+02,2.477788168292513404e+01,1.422201548297721274e-01
2.570000000000000000e+02,3.991094588590030980e+02,4.111980446170462073e+02,2.565485410063493532e+01,8.905411409969019587e-01
2.580000000000000000e+02,4.001358173779483423e+02,4.108416591090040129e+02,2.876915889386529912e+01,-1.358173779483422550e-01
2.590000000000000000e+02,3.996076415591624595e+02,4.110749707469900613e+02,2.383715047997483794e+01,3.923584408375404564e-01
2.600000000000000000e+02,3.993902872017868049e+02,4.111477225826502604e+02,2.635361806960824893e+01,6.097127982131951285e-01
2.610000000000000000e+02,4.002028711973900386e+02,4.107250806256754458e+02,2.719079460995622100e+01,-2.028711973900385601e-01
2.620000000000000000e+02,4.005270046979647418e+02,4.109658399193887703e+02,2.348388211959334981e+01,-5.270046979647418084e-01
2.630000000000000000e+02,4.000191183860364958e+02,4.104695681321709912e+02,2.237398689437133825e+01,-1.911838603649584911e-02
2.640000000000000000e+02,4.001965509900571192e+02,4.110445580798196943e+02,2.494730778409928007e+01,-1.965509900571191793e-01
2.650000000000000000e+02,3.999721091970629914e+02,4.106659695893016533e+02,2.415701220334171140e+01,2.789080293700862967e-02
2.660000000000000000e+02,4.003551194917573639e+02,4.108202833488651891e+02,2.520830864798558935e+01,-3.551194917573639032e-01
2.670000000000000000e+02,3.998032097579234687e+02,4.106175162417408160e+02,2.347254028795488878e+01,1.967902420765312854e-01
2.680000000000000000e+02,4.004761293246250489e+02,4.105123993361334556e+02,2.601811667129590688e+01,-4.761293246250488664e-01
2.690000000000000000e+02,4.001728794572820220e+02,4.104561447740683207e+02,2.290034640622866746e+01,-1.728794572820220310e-01
2.700000000000000000e+02,3.995733685276597384e+02,4.102094075210964661e+02,2.442616187332254896e+01,4.266314723402615527e-01
2.710000000000000000e+02,4.001203381228011722e+02,4.098357323863696138e+02,2.701527084444451532e+01,-1.203381228011721760e-01
2.720000000000000000e+02,4.003498622116430852e+02,4.102185718838537696e+02,2.431719214772444460e+01,-3.498622116430851747e-01
2.730000000000000000e+02,3.996813641099412280e+02,4.102687029744123492e+02,2.337936992919454227e+01,3.186358900587720200e-01
2.740000000000000000e+02,3.996262738355406441e+02,4.101671349089602359e+02,2.644291241399796988e+01,3.737261644593559140e-01
2.750000000000000000e+02,4.002234994994258273e+02,4.103661247287527658e+02,2.645018604446503119e+01,-2.234994994258272527e-01
2.760000000000000000e+02,3.994393693609193861e+02,4.103362882509647420e+02,2.367118701618869636e+01,5.606306390806139461e-01
2.770000000000000000e+02,3.992714490594549375e+02,4.099255125664085426e+02,2.727136282348245189e+01,7.285509405450625309e-01
2.780000000000000000e+02,4.000846813858623250e+02,4.098263688033247831e+02,2.774343945602590367e+01,-8.468138586232498710e-02
2.790000000000000000e+02,3.996917093502738112e+02,4.099144234681923535e+02,2.396037286545147893e+01,3.082906497261888035e-01
2.800000000000000000e+02,4.002294452093885297e+02,4.095698786706115015e+02,2.593138844097241602e+01,-2.294452093885297472e-01
2.810000000000000000e+02,4.003998464092414338e+02,4.093409542305991522e+02,2.357452335664599019e+01,-3.998464092414337756e-01
2.820000000000000000e+02,3.998956056515884825e+02,4.091023582082038956e+02,2.309535373608962061e+01,1.043943484115175124e-01
2.830000000000000000e+02,4.000195703732172205e+02,4.096623980214777703e+02,2.555000213896778405e+01,-1.957037321722054912e-02
2.840000000000000000e+02,3.999149954025084526e+02,4.099681125837868194e+02,2.492838208128767974e+01,8.500459749154742894e-02
2.850000000000000000e+02,4.004256552448807724e+02,4.098519884502506443e+02,2.539183711295826740e+01,-4.256552448807724431e-01
2.860000000000000000e+02,4.004533387687066579e+02,4.092130719904230887e+02,2.311948372526682860e+01,-4.533387687066579019e-01
2.870000000000000000e+02,4.004175697030007086e+02,4.098335303867535231e+02,2.321596966472218782e+01,-4.175697030007086141e-01
2.880000000000000000e+02,3.998357158632309165e+02,4.089806875996812323e+02,2.351801154739931832e+01,1.642841367690834886e-01
2.890000000000000000e+02,3.999729434792153029e+02,4.089780430095687507e+02,2.611944463099892033e+01,2.705652078469711341e-02
2.900000000000000000e+02,3.996778658166031732e+02,4.094595674516895087e+02,2.526776588494109888e+01,3.221341833968267565e-01
2.910000000000000000e+02,4.001718890251706284e+02,4.097247846470845616e+02,2.645032620427507553e+01,-1.718890251706284289e-01
2.920000000000000000e+02,3.996429503272011630e+02,4.097326588650933559e+02,2.408300824810326546e+01,3.570496727988370367e-01
2.930000000000000000e+02,4.000719422556790050e+02,4.091128442741215281e+02,2.649182285456771524e+01,-7.194225567900502938e-02
2.940000000000000000e+02,3.999805655809257701e+02,4.097768179159521651e+02,2.443126923453689159e+01,1.943441907422993609e-02
2.950000000000000000e+02,4.000127252941733786e+02,4.091732472708491741e+02,2.491890906262717209e+01,-1.272529417337864288e-02
2.960000000000000000e+02,3.997169840389699402e+02,4.089403571713171459e+02,2.479398578717633939e+01,2.830159610300597706e-01
2.970000000000000000e+02,3.994983897901889236e+02,4.093056060075431333e+02,2.611044912188620515e+01,5.016102098110764018e-01
2.980000000000000000e+02,3.997637168584100777e+02,4.092386262517211435e+02,2.693970724209931333e+01,2.362831415899222520e-01
2.990000000000000000e+02,3.995444289940641056e+02,4.094351902144891824e+02,2.560394857034217608e+01,4.555710059358943909e-01
3.000000000000000000e+02,3.998897741169233200e+02,4.095008604881003293e+02,2.658499696538321544e+01,1.102258830766800202e-01
3.010000000000000000e+02,4.006102918959397243e+02,4.091548034564314094e+02,2.500205217681011760e+01,-6.102918959397243270e-01
3.020000000000000000e+02,3.998551386454143994e+02,4.089607288114248149e+02,2.199314583298618331e+01,1.448613545856005658e-01
3.030000000000000000e+02,3.999475378886388626e+02,4.096437817939575439e+02,2.572968315107141635e+01,5.246211136113743123e-02
3.040000000000000000e+02,4.001431984683774203e+02,4.096368617751479633e+02,2.524710491957905845e+01,-1.431984683774203404e-01
3.050000000000000000e+02,4.005862959168103998e+02,4.091254235584686398e+02,2.438919240377740039e+01,-5.862959168103998309e-01
3.060000000000000000e+02,3.999123890892788609e+02,4.091797366649583978e+02,2.255033932832869681e+01,8.761091072113913469e-02
3.070000000000000000e+02,3.995475043083695823e+02,4.092358790473888916e+02,2.576019100021852282e+01,4.524956916304176957e-01
3.080000000000000000e+02,4.000097859443019956e+02,4.089610263082898882e+02,2.719077626383023727e+01,-9.785944301995641581e-03
3.090000000000000000e+02,3.999712475744011613e+02,4.091604017802652606e+02,2.489160098204878935e+01,2.875242559883872673e-02
3.100000000000000000e+02,4.000088683488326069e+02,4.085469457576671175e+02,2.510374954598301755e+01,-8.868348832606898213e-03
3.110000000000000000e+02,3.998908668093999950e+02,4.087333193588262930e+02,2.495164274761659584e+01,1.091331906000050367e-01
3.120000000000000000e+02,3.997616153811275694e+02,4.087385348562545460e+02,2.549385213091922608e+01,2.383846188724305648e-01
3.130000000000000000e+02,4.002672527335478208e+02,4.084152078754558488e+02,2.601966976284421662e+01,-2.672527335478207533e-01
3.140000000000000000e+02,4.000223213329521741e+02,4.091279934899109207e+02,2.373151401729938215e+01,-2.232133295217408886e-02
3.150000000000000000e+02,3.996433255361588408e+02,4.087645018612021772e+02,2.499472233732482351e+01,3.566744638411591950e-01
3.160000000000000000e+02,3.999443125485751693e+02,4.080556111672772204e+02,2.665403224655127090e+01,5.568745142483066957e-02
3.170000000000000000e+02,3.999817976332635112e+02,4.091587910688159013e+02,2.516338287345585556e+01,1.820236673648878423e-02
3.180000000000000000e+02,3.999988561652529029e+02,4.087779051156091441e+02,2.503590780865651411e+01,1.143834747097116633e-03
3.190000000000000000e+02,3.995067641380716168e+02,4.093161062894523070e+02,2.500724081589192238e+01,4.932358619283832013e-01
3.200000000000000000e+02,4.002397738374188521e+02,4.082631224136394508e+02,2.719376291205921348e+01,-2.397738374188520538e-01
3.210000000000000000e+02,4.002477999059632907e+02,4.086378060086155983e+02,2.379008857459552928e+01,-2.477999059632907120e-01
3.220000000000000000e+02,4.002313793687686712e+02,4.088175388221372373e+02,2.398430150016682560e+01,-2.313793687686711564e-01
3.230000000000000000e+02,4.003359106831509280e+02,4.084463818758054003e+02,2.420935514261078936e+01,-3.359106831509279800e-01
3.240000000000000000e+02,3.998249890687357038e+02,4.089216680973961502e+02,2.384192695514969529e+01,1.750109312642962323e-01
3.250000000000000000e+02,4.000798663101662669e+02,4.085519238665661987e+02,2.617113913038818751e+01,-7.986631016626688506e-02
3.260000000000000000e+02,3.993408225399212483e+02,4.079828991395045819e+02,2.487022948295232894e+01,6.591774600787516647e-01
3.270000000000000000e+02,4.004919200225552913e+02,4.078218711630737516e+02,2.809010621283084319e+01,-4.919200225552913253e-01
3.280000000000000000e+02,3.999807976520896773e+02,4.083840176786378038e+02,2.271087194190723224e+01,1.920234791032271460e-02
3.290000000000000000e+02,4.001173352844367059e+02,4.083277640322777984e+02,2.527012817609097439e+01,-1.173352844367059333e-01
3.300000000000000000e+02,4.000747327077190789e+02,4.088373718176865736e+02,2.463844247998734716e+01,-7.473270771907891685e-02
3.310000000000000000e+02,4.004153381620804453e+02,4.089040354294201052e+02,2.486521786648946630e+01,-4.153381620804452723e-01
3.320000000000000000e+02,4.001215085796589506e+02,4.084737678262939085e+02,2.338312682371423534e+01,-1.215085796589505662e-01
3.330000000000000000e+02,4.004479134345709781e+02,4.081706628275613866e+02,2.482661468232485902e+01,-4.479134345709780973e-01
3.340000000000000000e+02,3.993632141800450768e+02,4.087278822167838825e+02,2.335716157867732434e+01,6.367858199549232268e-01
3.350000000000000000e+02,3.997159482786938725e+02,4.076901313159007145e+02,2.820537893615597014e+01,2.840517213061275470e-01
3.360000000000000000e+02,3.996497105556071574e+02,4.090488303668322487e+02,2.620909332331863340e+01,3.502894443928425972e-01
3.370000000000000000e+02,4.000180013203975022e+02,4.078832919270544153e+02,2.637537135719643899e+01,-1.800132039750224067e-02
3.380000000000000000e+02,3.996182086991304914e+02,4.082076240632920303e+02,2.466487955449398939e+01,3.817913008695086319e-01
